,TransactionID,CustomerID,Gender,Age,Quantity,Price,PurchaseDate,TotalAmount,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Pune,ProductCategory_Books,ProductCategory_Electronics,ProductCategory_Fashion,ProductCategory_Furniture,ProductCategory_Groceries,ProductCategory_Sports,PaymentMode_Cash,PaymentMode_UPI,PaymentMode_Wallet,AgeGroup,Month,DayOfWeek
67,T00068,C3677,Other,63,2,1.3570969550349443,2023-02-08,0.2669498221212928,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,60+,2,Wednesday
68,T00069,C8573,Other,63,4,-0.9002628015924921,2023-06-17,-0.42278523724001454,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,60+,6,Saturday
69,T00070,C7216,Female,59,3,-1.627484935661124,2023-03-22,-1.1780924654373994,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,41-60,3,Wednesday
70,T00071,C5422,Other,35,3,-1.11814647600216,2023-09-17,-0.7993868914108554,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,26-40,9,Sunday
71,T00072,C4598,Male,45,4,0.49405123172392196,2023-06-21,0.9594901079568708,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,41-60,6,Wednesday
72,T00073,C6313,Other,42,1,0.5294219580891278,2023-05-22,-0.7122495440538219,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,41-60,5,Monday
73,T00074,C1916,Female,40,1,-1.5758436751679235,2023-08-21,-1.2340216682681713,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,26-40,8,Monday
74,T00075,C4752,Female,47,2,-1.05801624118131,2023-11-19,-0.9301805757737266,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41-60,11,Sunday
75,T00076,C1525,Other,34,2,-1.6168737177515622,2023-09-20,-1.2071966901079578,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,26-40,9,Wednesday
76,T00077,C6168,Male,31,5,-1.4421423295074454,2023-12-11,-0.8796864992368542,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,26-40,12,Monday
77,T00078,C7572,Male,47,5,-0.929974211739265,2023-02-07,-0.24500400943310918,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,41-60,2,Tuesday
78,T00079,C5386,Male,37,2,-0.25651558174574585,2023-12-28,-0.5328903763551394,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,26-40,12,Thursday
79,T00080,C2084,Female,61,4,-1.2115251936063034,2023-12-19,-0.7313601494097911,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,60+,12,Tuesday
80,T00081,C4456,Male,51,5,-0.14474408643169542,2023-06-11,0.7280589238295384,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,41-60,6,Sunday
81,T00082,C6155,Female,70,5,-0.8691365623911109,2023-01-20,-0.16961354793708422,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,60+,1,Friday
82,T00083,C4483,Other,57,4,-1.6175811322788665,2023-08-10,-1.133910148467636,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,41-60,8,Thursday
83,T00084,C9179,Other,43,1,-1.6416332262072064,2023-02-21,-1.2503270471498698,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,41-60,2,Tuesday
84,T00085,C7482,Female,55,3,-1.0792386770004336,2023-12-28,-0.7704579933949389,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,41-60,12,Thursday
85,T00086,C8517,Female,24,1,1.4476460145298713,2023-09-24,-0.48467554632861176,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,18-25,9,Sunday
86,T00087,C3340,Other,18,3,0.2655563394046923,2023-06-12,0.22942991802792226,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,18-25,6,Monday
87,T00088,C5339,Other,50,4,-1.2030362192786541,2023-04-08,-0.722944469986979,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,41-60,4,Saturday
88,T00089,C3287,Female,60,5,-0.5232108585393979,2023-10-13,0.25906012266240647,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,41-60,10,Friday
89,T00090,C5040,Other,41,4,-0.8889441691556262,2023-12-05,-0.41156433134293174,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,41-60,12,Tuesday
90,T00091,C9830,Other,53,1,1.08827943465938,2023-11-17,-0.5737414868867063,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,41-60,11,Friday
91,T00092,C5304,Male,59,4,1.5657842405896587,2023-01-19,2.021969635086897,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,41-60,1,Thursday
92,T00093,C8019,Male,56,1,0.8788847345773615,2023-11-21,-0.6256381766607142,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,41-60,11,Tuesday
93,T00094,C7543,Other,56,4,-0.7502909218040194,2023-11-18,-0.27410823410366764,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,41-60,11,Saturday
94,T00095,C6930,Other,36,2,0.08587304946944664,2023-01-05,-0.3631741746617622,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,26-40,1,Thursday
95,T00096,C4593,Male,37,1,0.22664854040296586,2023-05-06,-0.7872893522405631,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,26-40,5,Saturday
96,T00097,C3266,Other,61,3,1.0797904603317305,2023-03-12,0.8348328565064668,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60+,3,Sunday
97,T00098,C9348,Female,24,5,-0.8005173532426116,2023-10-28,-0.08458012043575376,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,18-25,10,Saturday
98,T00099,C9085,Other,48,5,-0.2826899192559982,2023-07-12,0.5571154355536679,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,41-60,7,Wednesday
99,T00100,C2489,Other,22,1,-1.3721082913043379,2023-04-23,-1.1835275917312988,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,18-25,4,Sunday
100,T00101,C1771,Female,39,2,1.4540127452756084,2023-12-11,0.3149893254931785,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,26-40,12,Monday
101,T00102,C2796,Male,35,5,-0.14545150095899953,2023-04-11,0.7271822905563289,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26-40,4,Tuesday
102,T00103,C3504,Other,58,2,1.4547201598029125,2023-05-16,0.31533997880246234,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,41-60,5,Tuesday
103,T00104,C3621,Male,38,3,-0.9823228867597696,2023-08-29,-0.6983987383371104,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,26-40,8,Tuesday
104,T00105,C7916,Male,35,5,-1.573014017058707,2023-03-19,-1.0418636547806288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,26-40,3,Sunday
105,T00106,C2040,Other,34,4,-1.4378978423436208,2023-09-06,-0.9557782673514468,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,26-40,9,Wednesday
106,T00107,C7304,Other,59,4,-1.099753698292253,2023-04-06,-0.6205537036760986,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,41-60,4,Thursday
107,T00108,C7252,Male,63,1,1.4603794760213453,2023-09-12,-0.48151966654505723,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,60+,9,Tuesday
108,T00109,C8668,Other,59,5,0.023620571066684366,2023-05-25,0.9366976428534214,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,41-60,5,Thursday
109,T00110,C9669,Other,37,2,-1.1011685273468612,2023-03-09,-0.9515704276400407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26-40,3,Thursday
110,T00111,C5119,Male,30,2,1.2686701391219297,2023-04-12,0.22311815846081318,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,26-40,4,Wednesday
111,T00112,C1188,Male,27,3,0.7112274916062858,2023-11-22,0.5607972953011482,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26-40,11,Wednesday
112,T00113,C2876,Female,51,5,-0.8740884640822397,2023-02-15,-0.17574998084955137,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,41-60,2,Wednesday
113,T00114,C9797,Other,66,2,-1.6890299995365823,2023-09-22,-1.2429633276549092,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60+,9,Friday
114,T00115,C5371,Female,33,2,-0.39587624362465684,2023-04-20,-0.6019690782840552,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,26-40,4,Thursday
115,T00116,C6573,Male,21,5,-1.5567434829307123,2023-01-02,-1.0217010894968082,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18-25,1,Monday
116,T00117,C2827,Other,69,4,-0.38243536760587865,2023-08-11,0.09057120755152281,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,60+,8,Friday
117,T00118,C5808,Male,69,5,0.7798467007547851,2023-02-04,1.873818611914476,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,60+,2,Saturday
118,T00119,C8123,Other,69,4,0.5379109324167772,2023-09-09,1.0029711183080667,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,60+,9,Saturday
119,T00120,C3591,Other,56,1,-0.8415473958262504,2023-10-13,-1.05203260074986,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,41-60,10,Friday
120,T00121,C8433,Female,43,1,0.35186091173579453,2023-11-09,-0.7562565343689435,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,41-60,11,Thursday
121,T00122,C1053,Male,60,4,-0.033680005644949086,2023-04-17,0.43631537050538605,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,41-60,4,Monday
122,T00123,C5315,Other,38,5,-0.38667985476970335,2023-12-30,0.42825034439185783,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,26-40,12,Saturday
123,T00124,C9201,Female,61,3,0.5336664452529525,2023-04-02,0.42877632435578356,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60+,4,Sunday
124,T00125,C3927,Male,26,2,-1.0445753651625318,2023-01-20,-0.9235181628973337,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,26-40,1,Friday
125,T00126,C9317,Female,64,1,1.1540689856986628,2023-08-03,-0.557436108005008,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,60+,8,Thursday
126,T00127,C2743,Male,19,1,-0.7127979518569011,2023-12-19,-1.020123149605031,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,18-25,12,Tuesday
127,T00128,C5889,Other,59,4,-1.057308826654006,2023-05-15,-0.5784753065620382,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,41-60,5,Monday
128,T00129,C9317,Female,49,3,-0.39446141457004863,2023-11-11,-0.2613093883148076,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,41-60,11,Saturday
129,T00130,C4258,Female,36,5,-1.10612042903799,2023-07-14,-0.4632856944622977,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,26-40,7,Friday
130,T00131,C3504,Other,34,3,-0.06268400126441787,2023-11-20,-0.014624785233628286,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,26-40,11,Monday
131,T00132,C7126,Male,44,4,0.3752055911368304,2023-10-26,0.8416705960375016,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,41-60,10,Thursday
132,T00133,C3646,Other,43,3,-1.2539700652445505,2023-05-01,-0.9003750444846005,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,41-60,5,Monday
133,T00134,C9837,Female,42,2,0.23796717283983174,2023-11-23,-0.2877837131657373,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,41-60,11,Thursday
134,T00135,C9689,Other,65,5,-1.0099120533246302,2023-06-28,-0.3440635693057931,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,60+,6,Wednesday
135,T00136,C1009,Female,20,5,0.39359836884673743,2023-09-05,1.3951768447420383,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,18-25,9,Tuesday
136,T00137,C6310,Other,55,3,-1.2044510483332622,2023-09-29,-0.8635564470097976,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,41-60,9,Friday
137,T00138,C9005,Male,63,1,-1.4442645730893577,2023-12-03,-1.2014109105047746,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,60+,12,Sunday
138,T00139,C1319,Female,54,2,-0.8203249600071268,2023-04-03,-0.8123610638543575,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,41-60,4,Monday
139,T00140,C2832,Female,70,5,-0.6639863494729171,2023-06-03,0.08461010129369757,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,60+,6,Saturday
140,T00141,C6947,Male,30,5,0.7883356750824345,2023-04-29,1.884338211192991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,26-40,4,Saturday
141,T00142,C6038,Other,39,1,1.3783193908540678,2023-05-30,-0.5018575584835198,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,26-40,5,Tuesday
142,T00143,C4923,Male,64,3,0.24504131811287289,2023-12-09,0.21417649907407535,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,60+,12,Saturday
143,T00144,C1949,Other,63,1,-0.644886157235706,2023-09-06,-1.0032917907594066,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60+,9,Wednesday
144,T00145,C4946,Male,32,4,0.7685280683179193,2023-09-08,1.2315970759611283,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,26-40,9,Friday
145,T00146,C2290,Male,61,1,-0.8252768616982556,2023-11-19,-1.048000087693096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,60+,11,Sunday
146,T00147,C2403,Female,52,2,0.05191715215884903,2023-07-20,-0.3800055335073864,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,41-60,7,Thursday
147,T00148,C8962,Female,58,5,-0.03226517659034085,2023-11-03,0.8674436142698636,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,41-60,11,Friday
148,T00149,C2133,Other,68,3,0.3228569161163257,2023-07-02,0.27203429510590843,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60+,7,Sunday
149,T00150,C9727,Male,48,4,-1.093386967546516,2023-10-06,-0.6142419441089895,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,41-60,10,Friday
